isHome,shotType,situation,bodyPart,goalMouthLocation,xg,id,time,addedTime,timeSeconds,reversedPeriodTime,reversedPeriodTimeSeconds,incidentType,player.name,player.firstName,player.lastName,player.slug,player.shortName,player.position,player.userCount,player.id,playerCoordinates.x,playerCoordinates.y,playerCoordinates.z,goalMouthCoordinates.x,goalMouthCoordinates.y,goalMouthCoordinates.z,draw.start.x,draw.start.y,draw.end.x,draw.end.y,draw.goal.x,draw.goal.y,blockCoordinates.x,blockCoordinates.y,blockCoordinates.z,draw.block.x,draw.block.y,xgot,goalType,color
True,miss,assisted,head,right,0.074815198779106,2210710,22,,1304,24,1396,shot,Benjamin Bender,,,benjamin-bender,B. Bender,M,98,982691,8.7,55.5,0,0,39.8,13.9,55.5,8.7,60.2,0,60.2,86.1,,,,,,,,#ea6969
True,save,assisted,left-foot,low-right,0.023796018213034,2210709,22,,1260,24,1440,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,9.8,29.0,0,0,47.9,1.9,29.0,9.8,52.1,0,52.1,98.1,0.7,45.8,0.0,45.8,0.7,0.1859,,#ea6969
True,save,assisted,right-foot,low-right,0.030777033418417,2210690,12,,694,34,2006,shot,Nathan Byrne,,,nathan-byrne,N. Byrne,D,25,147887,26.1,51.5,0,0,47.6,3.8,51.5,26.1,52.4,0,52.4,96.2,2.0,50.2,0.0,50.2,2.0,0.1247,,#ea6969
True,block,assisted,right-foot,low-left,0.024312390014529,2202400,90,3.0,5543,1,757,shot,Scott Arfield,,,scott-arfield,S. Arfield,M,229,17056,25.9,55.9,0,0,52.0,19.0,55.9,25.9,48.0,0,48.0,81.0,21.4,54.5,0.0,54.5,21.4,,,#ea6969
True,block,assisted,right-foot,low-centre,0.023281941190362,2202379,86,,5153,5,247,shot,Scott Arfield,,,scott-arfield,S. Arfield,M,229,17056,12.8,70.5,0,0,48.5,19.0,70.5,12.8,51.5,0,51.5,81.0,12.4,69.7,0.0,69.7,12.4,,,#ea6969
True,miss,assisted,head,close-high,0.070071250200272,2202278,67,,3994,24,1406,shot,Justin Meram,,,justin-meram,J. Meram,M,276,149138,5.0,41.0,0,0,51.8,45.8,41.0,5.0,48.2,0,48.2,54.2,,,,,,,,#ea6969
True,block,regular,left-foot,low-left,0.034937426447868,2202236,59,,3501,32,1899,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,19.0,46.4,0,0,53.8,19.0,46.4,19.0,46.2,0,46.2,81.0,17.6,46.4,0.0,46.4,17.6,,,#ea6969
True,block,assisted,right-foot,low-right,0.17506192624569,2202110,44,,2631,2,69,shot,Brecht Dejaegere,,,brecht-dejaegere,B. Dejaegere,M,197,122859,9.4,49.9,0,0,47.1,19.0,49.9,9.4,52.9,0,52.9,81.0,8.5,50.2,0.0,50.2,8.5,,,#ea6969
True,save,assisted,head,low-centre,0.025927348062396,2202078,41,,2409,5,291,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,14.7,44.0,0,0,49.9,16.5,44.0,14.7,50.1,0,50.1,83.5,4.0,48.9,0.0,48.9,4.0,0.0155,,#ea6969
True,miss,assisted,right-foot,high-right,0.027828332036734,2202088,39,,2337,7,363,shot,Brecht Dejaegere,,,brecht-dejaegere,B. Dejaegere,M,197,122859,14.7,27.0,0,0,35.1,54.2,27.0,14.7,64.9,0,64.9,45.8,,,,,,,,#ea6969
True,block,assisted,right-foot,low-right,0.018485955893993,2202075,39,,2329,7,371,shot,Brecht Dejaegere,,,brecht-dejaegere,B. Dejaegere,M,197,122859,21.5,35.8,0,0,46.9,16.7,35.8,21.5,53.1,0,53.1,83.3,18.1,37.9,0.0,37.9,18.1,,,#ea6969
True,block,regular,right-foot,low-centre,0.12763087451458,2202027,26,,1539,20,1161,shot,Brandt Bronico,,,brandt-bronico,B. Bronico,M,31,873709,7.5,45.2,0,0,50.4,19.0,45.2,7.5,49.6,0,49.6,81.0,6.7,45.7,0.0,45.7,6.7,,,#ea6969
True,block,assisted,left-foot,high-centre,0.056753322482109,2202026,26,,1536,20,1164,shot,Benjamin Bender,,,benjamin-bender,B. Bender,M,98,982691,23.9,61.8,0,0,51.8,22.2,61.8,23.9,48.2,0,48.2,77.8,14.1,56.5,0.0,56.5,14.1,,,#ea6969
True,miss,corner,left-foot,high-right,0.016097700223327,2202011,22,,1310,24,1390,shot,Jere Uronen,,,jere-uronen,J. Uronen,D,213,138463,20.8,35.5,0,0,32.1,80.6,35.5,20.8,67.9,0,67.9,19.4,,,,,,,,#ea6969
True,save,fast-break,left-foot,low-left,0.28059652447701,2201975,8,,454,38,2246,shot,Brandt Bronico,,,brandt-bronico,B. Bronico,M,31,873709,12.5,49.1,0,0,52.9,8.9,49.1,12.5,47.1,0,47.1,91.1,2.3,50.7,0.0,50.7,2.3,0.2084,,#ea6969
True,miss,regular,right-foot,close-right,0.065813720226288,2201961,4,,236,42,2464,shot,Benjamin Bender,,,benjamin-bender,B. Bender,M,98,982691,3.1,61.6,0,0,43.4,9.7,61.6,3.1,56.6,0,56.6,90.3,,,,,,,,#ea6969
True,block,assisted,right-foot,low-centre,0.045117769390345,2201966,4,,213,42,2487,shot,Brandt Bronico,,,brandt-bronico,B. Bronico,M,31,873709,15.5,59.8,0,0,49.0,19.0,59.8,15.5,51.0,0,51.0,81.0,12.5,58.1,0.0,58.1,12.5,,,#ea6969
False,goal,assisted,right-foot,low-left,0.02085617184639,2184321,90,3.0,5545,1,755,shot,Scott Arfield,,,scott-arfield,S. Arfield,M,229,17056,24.4,50.0,0,0,54.0,4.4,50.0,24.4,46.0,0,46.0,95.6,,,,,,0.3371,regular,#00FF00
False,block,assisted,right-foot,low-centre,0.052621189504862,2184314,88,,5277,3,123,shot,Justin Meram,,,justin-meram,J. Meram,M,276,149138,4.1,34.9,0,0,50.3,4.2,34.9,4.1,49.7,0,49.7,95.8,3.3,37.0,0.0,37.0,3.3,,,#ea6969
False,miss,regular,left-foot,close-right,0.061252806335688,2184300,87,,5170,4,230,shot,Benjamin Bender,,,benjamin-bender,B. Bender,M,98,982691,9.8,61.8,0,0,42.9,12.5,61.8,9.8,57.1,0,57.1,87.5,,,,,,,,#ea6969
False,save,assisted,right-foot,low-centre,0.075631901621819,2184298,86,,5132,5,268,shot,Justin Meram,,,justin-meram,J. Meram,M,276,149138,15.7,37.5,0,0,48.9,1.9,37.5,15.7,51.1,0,51.1,98.1,2.3,48.4,0.0,48.4,2.3,0.0672,,#ea6969
False,miss,assisted,right-foot,left,0.022001447156072,2184295,85,,5077,6,323,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,24.5,50.9,0,0,62.5,18.1,50.9,24.5,37.5,0,37.5,81.9,,,,,,,,#ea6969
False,block,assisted,left-foot,low-left,0.025157807394862,2184278,78,,4620,13,780,shot,Scott Arfield,,,scott-arfield,S. Arfield,M,229,17056,6.7,30.1,0,0,51.9,9.7,30.1,6.7,48.1,0,48.1,90.3,5.4,32.5,0.0,32.5,5.4,,,#ea6969
False,miss,assisted,left-foot,right,0.020291896536946,2184274,76,,4525,15,875,shot,Jere Uronen,,,jere-uronen,J. Uronen,D,213,138463,25.3,28.5,0,0,29.7,38.9,28.5,25.3,70.3,0,70.3,61.1,15.5,46.7,0.0,46.7,15.5,,,#ea6969
False,block,assisted,right-foot,low-right,0.044028200209141,2184275,74,,4436,17,964,shot,Ashley Westwood,,,ashley-westwood,A. Westwood,M,175,49647,21.5,40.6,0,0,47.8,19.0,40.6,21.5,52.2,0,52.2,81.0,12.8,45.3,0.0,45.3,12.8,,,#ea6969
False,miss,assisted,head,high,0.053328666836023,2184261,71,,4226,20,1174,shot,Brandt Bronico,,,brandt-bronico,B. Bronico,M,31,873709,10.4,49.1,0,0,52.6,77.8,49.1,10.4,47.4,0,47.4,22.2,,,,,,,,#ea6969
False,miss,free-kick,left-foot,close-high-left,0.054524760693312,2184008,20,,1152,26,1548,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,22.6,34.4,0,0,58.7,43.1,34.4,22.6,41.3,0,41.3,56.9,,,,,,,,#ea6969
False,block,assisted,left-foot,low-centre,0.013832761906087,2183992,15,,892,31,1808,shot,Benjamin Bender,,,benjamin-bender,B. Bender,M,98,982691,28.3,46.8,0,0,51.4,19.0,46.8,28.3,48.6,0,48.6,81.0,26.3,46.9,0.0,46.9,26.3,,,#ea6969
True,miss,assisted,right-foot,right,0.03376230224967,2176486,90,3.0,5548,1,752,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,10.5,29.1,0,0,39.0,12.5,29.1,10.5,61.0,0,61.0,87.5,,,,,,,,#ea6969
True,goal,penalty,right-foot,low-right,0.7884,2176445,81,,4811,10,589,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,11.5,50.0,0,0,45.8,4.4,50.0,11.5,54.2,0,54.2,95.6,,,,,,0.9946,penalty,#00FF00
True,miss,assisted,head,left,0.054454904049635,2176281,45,3.0,2874,1,2526,shot,Derrick Jones,,,derrick-jones,D. Jones,M,36,844982,10.4,50.9,0,0,89.4,6.9,50.9,10.4,10.6,0,10.6,93.1,4.4,33.2,0.0,33.2,4.4,,,#ea6969
True,miss,assisted,right-foot,close-left,0.1728284060955,2176260,39,,2284,7,416,shot,Ashley Westwood,,,ashley-westwood,A. Westwood,M,175,49647,13.7,47.4,0,0,59.0,4.2,47.4,13.7,41.0,0,41.0,95.8,,,,,,,,#ea6969
True,save,assisted,head,low-centre,0.14717715978622,2176258,37,,2164,9,536,shot,Derrick Jones,,,derrick-jones,D. Jones,M,36,844982,9.0,50.3,0,0,49.3,13.9,50.3,9.0,50.7,0,50.7,86.1,0.5,50.4,0.0,50.4,0.5,0.1287,,#ea6969
True,block,assisted,left-foot,low-centre,0.15100927650928,2176253,36,,2112,10,588,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,14.5,51.5,0,0,48.6,19.0,51.5,14.5,51.4,0,51.4,81.0,7.2,51.4,0.0,51.4,7.2,,,#ea6969
True,miss,assisted,head,close-right,0.023509912192822,2176222,17,,967,29,1733,shot,Brandt Bronico,,,brandt-bronico,B. Bronico,M,31,873709,10.3,60.0,0,0,41.3,20.8,60.0,10.3,58.7,0,58.7,79.2,,,,,,,,#ea6969
True,miss,assisted,right-foot,high,0.1194621026516,2176215,11,,659,35,2041,shot,Brecht Dejaegere,,,brecht-dejaegere,B. Dejaegere,M,197,122859,10.4,41.7,0,0,48.6,69.4,41.7,10.4,51.4,0,51.4,30.6,,,,,,,,#ea6969
True,block,assisted,right-foot,low-right,0.045569993555546,2176218,9,,517,37,2183,shot,Derrick Jones,,,derrick-jones,D. Jones,M,36,844982,16.5,47.4,0,0,45.5,19.0,47.4,16.5,54.5,0,54.5,81.0,15.9,47.7,0.0,47.7,15.9,,,#ea6969
True,miss,corner,head,close-high,0.21933102607727,2169286,85,,5049,6,351,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,4.3,51.8,0,0,48.2,51.4,51.8,4.3,51.8,0,51.8,48.6,,,,,,,,#ea6969
True,goal,regular,right-foot,low-right,0.35883396863937,2169239,75,,4498,16,902,shot,Scott Arfield,,,scott-arfield,S. Arfield,M,229,17056,6.7,56.5,0,0,47.2,18.4,56.5,6.7,52.8,0,52.8,81.6,,,,,,0.768,regular,#00FF00
True,save,regular,left-foot,low-right,0.032897014170885,2169233,75,,4495,16,905,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,18.9,42.7,0,0,47.4,0.6,42.7,18.9,52.6,0,52.6,99.4,2.5,48.6,0.0,48.6,2.5,0.208,,#ea6969
True,post,assisted,head,high,0.40542474389076,2169164,61,,3643,30,1757,shot,Jaylin Lindsey,,,jaylin-lindsey,J. Lindsey,D,77,906015,3.7,55.5,0,0,49.2,39.2,55.5,3.7,50.8,0,50.8,60.8,,,,,,,,#ea6969
True,block,assisted,left-foot,low-left,0.032483663409948,2169127,58,,3435,33,1965,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,8.8,31.8,0,0,52.8,19.0,31.8,8.8,47.2,0,47.2,81.0,7.5,34.1,0.0,34.1,7.5,,,#ea6969
True,miss,assisted,left-foot,high-left,0.062490217387676,2169118,56,,3353,35,2047,shot,Benjamin Bender,,,benjamin-bender,B. Bender,M,98,982691,14.8,63.9,0,0,58.5,68.1,63.9,14.8,41.5,0,41.5,31.9,,,,,,,,#ea6969
True,save,corner,head,low-left,0.074510976672173,2169110,55,,3295,36,2105,shot,Derrick Jones,,,derrick-jones,D. Jones,M,36,844982,7.1,41.7,0,0,51.9,13.3,41.7,7.1,48.1,0,48.1,86.7,1.2,48.2,0.0,48.2,1.2,0.051,,#ea6969
True,miss,regular,left-foot,high-left,0.11374013870955,2169073,51,,3009,40,2391,shot,Derrick Jones,,,derrick-jones,D. Jones,M,36,844982,7.9,47.3,0,0,58.7,65.3,47.3,7.9,41.3,0,41.3,34.7,,,,,,,,#ea6969
True,block,set-piece,right-foot,low-right,0.061877302825451,2169089,50,,2978,41,2422,shot,Nathan Byrne,,,nathan-byrne,N. Byrne,D,25,147887,16.0,44.5,0,0,46.9,9.7,44.5,16.0,53.1,0,53.1,90.3,13.1,45.8,0.0,45.8,13.1,,,#ea6969
True,miss,assisted,head,left,0.022660084068775,2168920,41,,2435,5,265,shot,Brecht Dejaegere,,,brecht-dejaegere,B. Dejaegere,M,197,122859,12.6,43.6,0,0,73.9,5.6,43.6,12.6,26.1,0,26.1,94.4,1.4,29.4,0.0,29.4,1.4,,,#ea6969
True,goal,regular,right-foot,high-right,0.12849335372448,2168861,29,,1731,17,969,shot,Ashley Westwood,,,ashley-westwood,A. Westwood,M,175,49647,7.5,39.6,0,0,46.9,20.3,39.6,7.5,53.1,0,53.1,79.7,,,,,,0.3912,regular,#00FF00
True,miss,assisted,right-foot,high,0.037537455558777,2168812,17,,1015,29,1685,shot,Ashley Westwood,,,ashley-westwood,A. Westwood,M,175,49647,17.9,64.1,0,0,45.0,65.3,64.1,17.9,55.0,0,55.0,34.7,,,,,,,,#ea6969
True,miss,corner,left-foot,right,0.062256164848804,2168796,15,,848,31,1852,shot,Andrew Privett,Andrew Privett,,privett-andrew,A. Privett,D,10,1470300,13.3,42.8,0,0,35.1,4.2,42.8,13.3,64.9,0,64.9,95.8,,,,,,,,#ea6969
True,save,assisted,right-foot,low-centre,0.091633550822735,2168732,4,,202,42,2498,shot,Brecht Dejaegere,,,brecht-dejaegere,B. Dejaegere,M,197,122859,12.2,56.3,0,0,49.0,19.0,56.3,12.2,51.0,0,51.0,81.0,2.7,51.6,0.0,51.6,2.7,0.0456,,#ea6969
True,block,assisted,right-foot,low-right,0.089708566665649,2168730,3,,144,43,2556,shot,Brecht Dejaegere,,,brecht-dejaegere,B. Dejaegere,M,197,122859,12.8,45.2,0,0,46.2,16.7,45.2,12.8,53.8,0,53.8,83.3,11.4,45.8,0.0,45.8,11.4,,,#ea6969
False,block,assisted,right-foot,low-left,0.034188084304333,2104238,74,,4394,17,1006,shot,Patrick Agyemang,Patrick Agyemang,,agyemang-patrick,P. Agyemang,F,76,1470298,7.3,71.5,0,0,52.8,8.3,71.5,7.3,47.2,0,47.2,91.7,5.8,67.2,0.0,67.2,5.8,,,#ea6969
False,block,assisted,right-foot,low-left,0.029019864276052,2104159,57,,3379,34,2021,shot,Patrick Agyemang,Patrick Agyemang,,agyemang-patrick,P. Agyemang,F,76,1470298,8.3,73.2,0,0,53.8,2.8,73.2,8.3,46.2,0,46.2,97.2,7.1,69.1,0.0,69.1,7.1,,,#ea6969
False,block,assisted,right-foot,low-centre,0.039851527661085,2104125,50,,2980,41,2420,shot,Scott Arfield,,,scott-arfield,S. Arfield,M,229,17056,22.5,60.6,0,0,51.2,19.0,60.6,22.5,48.8,0,48.8,81.0,19.2,58.8,0.0,58.8,19.2,,,#ea6969
False,miss,corner,right-foot,right,0.082869030535221,2103996,25,,1451,21,1249,shot,Jan Sobociński,,,jan-sobocinski,J. Sobociński,D,365,920687,13.0,54.0,0,0,32.4,4.2,54.0,13.0,67.6,0,67.6,95.8,,,,,,,,#ea6969
False,block,assisted,right-foot,high-left,0.03635523468256,2103976,13,,731,33,1969,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,13.1,34.3,0,0,53.3,22.2,34.3,13.1,46.7,0,46.7,77.8,8.3,39.5,0.0,39.5,8.3,,,#ea6969
False,miss,corner,head,left,0.029652426019311,2103934,1,,55,45,2645,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,8.1,60.2,0,0,72.3,4.2,60.2,8.1,27.7,0,27.7,95.8,2.2,43.7,0.0,43.7,2.2,,,#ea6969
True,miss,corner,right-foot,high,0.022130727767944,2098176,87,,5219,4,181,shot,Scott Arfield,,,scott-arfield,S. Arfield,M,229,17056,23.9,55.7,0,0,47.4,93.1,55.7,23.9,52.6,0,52.6,6.9,,,,,,,,#ea6969
True,miss,assisted,head,right,0.057447135448456,2098145,84,,4999,7,401,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,11.4,47.9,0,0,1.2,5.6,47.9,11.4,98.8,0,98.8,94.4,8.9,71.8,0.0,71.8,8.9,,,#ea6969
True,post,assisted,left-foot,left,0.047558952122927,2098141,81,,4808,10,592,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,21.2,56.3,0,0,55.4,5.7,56.3,21.2,44.6,0,44.6,94.3,,,,,,,,#ea6969
True,save,fast-break,left-foot,low-left,0.60730957984924,2098053,66,,3922,25,1478,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,13.8,56.5,0,0,52.9,5.7,56.5,13.8,47.1,0,47.1,94.3,9.8,54.3,0.0,54.3,9.8,0.8875,,#ea6969
True,miss,assisted,right-foot,close-high-right,0.073995336890221,2097758,26,,1500,20,1200,shot,Brandt Bronico,,,brandt-bronico,B. Bronico,M,31,873709,18.1,37.5,0,0,42.5,54.2,37.5,18.1,57.5,0,57.5,45.8,,,,,,,,#ea6969
True,goal,assisted,left-foot,high-left,0.079843789339066,2097748,24,,1385,22,1315,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,10.3,45.3,0,0,54.4,25.9,45.3,10.3,45.6,0,45.6,74.1,,,,,,0.5354,regular,#00FF00
True,goal,assisted,left-foot,high-centre,0.30414247512817,2097724,14,,825,32,1875,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,4.6,56.5,0,0,48.8,22.8,56.5,4.6,51.2,0,51.2,77.2,,,,,,0.6063,regular,#00FF00
False,save,assisted,right-foot,high-centre,0.03511605784297,2095520,81,,4807,10,593,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,20.1,36.9,0,0,50.7,21.5,36.9,20.1,49.3,0,49.3,78.5,2.8,48.0,0.0,48.0,2.8,0.0352,,#ea6969
False,goal,regular,right-foot,high-right,0.062494494020939,2095454,17,,1012,29,1688,shot,Orrin McKinze Gaines II.,,,orrin-mckinze-gaines-ii,O. M. G. II.,F,28,818397,17.9,35.0,0,0,46.4,29.7,35.0,17.9,53.6,0,53.6,70.3,,,,,,0.5422,regular,#00FF00
False,post,assisted,right-foot,right,0.27814573049545,2095437,7,,388,39,2312,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,8.1,68.2,0,0,44.6,15.2,68.2,8.1,55.4,0,55.4,84.8,,,,,,,,#ea6969
True,miss,assisted,head,high,0.070661216974258,2086172,85,,5099,6,301,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,8.8,44.5,0,0,50.6,66.7,44.5,8.8,49.4,0,49.4,33.3,,,,,,,,#ea6969
True,save,assisted,head,low-centre,0.094124056398869,2086158,84,,5034,7,366,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,8.7,46.0,0,0,49.0,9.5,46.0,8.7,51.0,0,51.0,90.5,1.0,48.0,0.0,48.0,1.0,0.0378,,#ea6969
True,save,assisted,right-foot,high-right,0.014390191994607,2086171,79,,4701,12,699,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,21.2,16.5,0,0,47.3,24.1,16.5,21.2,52.7,0,52.7,75.9,1.4,48.4,0.0,48.4,1.4,0.2659,,#ea6969
True,miss,assisted,left-foot,left,0.091085493564606,2086128,76,,4533,15,867,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,15.4,45.0,0,0,64.4,11.1,45.0,15.4,35.6,0,35.6,88.9,,,,,,,,#ea6969
True,miss,corner,head,left,0.043566212058067,2086094,67,,3991,24,1409,shot,Guzmán Corujo,,,guzman-corujo,G. Corujo,D,118,874970,10.1,51.5,0,0,86.9,15.3,51.5,10.1,13.1,0,13.1,84.7,,,,,,,,#ea6969
True,save,assisted,left-foot,low-centre,0.10755828022957,2086091,65,,3871,26,1529,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,16.1,48.0,0,0,48.2,5.1,48.0,16.1,51.8,0,51.8,94.9,6.3,49.8,0.0,49.8,6.3,0.0908,,#ea6969
True,block,set-piece,right-foot,low-centre,0.057235412299633,2086021,49,,2930,42,2470,shot,Derrick Jones,,,derrick-jones,D. Jones,M,36,844982,14.9,39.2,0,0,50.7,19.0,39.2,14.9,49.3,0,49.3,81.0,11.8,41.3,0.0,41.3,11.8,,,#ea6969
True,block,assisted,right-foot,low-centre,0.038880974054337,2085894,32,,1912,14,788,shot,Benjamin Bender,,,benjamin-bender,B. Bender,M,98,982691,20.2,49.3,0,0,51.1,19.0,49.3,20.2,48.9,0,48.9,81.0,18.9,49.8,0.0,49.8,18.9,,,#ea6969
True,save,assisted,right-foot,low-left,0.30882951617241,2085880,27,,1567,19,1133,shot,Justin Meram,,,justin-meram,J. Meram,M,276,149138,7.7,42.1,0,0,53.6,17.1,42.1,7.7,46.4,0,46.4,82.9,1.4,48.0,0.0,48.0,1.4,0.8914,,#ea6969
True,miss,assisted,left-foot,right,0.2025428712368,2085876,24,,1407,22,1293,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,11.8,54.8,0,0,40.0,19.4,54.8,11.8,60.0,0,60.0,80.6,,,,,,,,#ea6969
True,miss,assisted,left-foot,high,0.024496290832758,2085865,20,,1142,26,1558,shot,Kerwin Calderón Vargas,Kerwin Calderón Vargas,,kerwin-calderon-vargas,K. C. Vargas,F,162,1131136,27.1,45.2,0,0,52.9,61.1,45.2,27.1,47.1,0,47.1,38.9,,,,,,,,#ea6969
True,miss,corner,head,left,0.013017462566495,2085849,17,,972,29,1728,shot,Guzmán Corujo,,,guzman-corujo,G. Corujo,D,118,874970,11.6,37.5,0,0,64.2,31.9,37.5,11.6,35.8,0,35.8,68.1,6.2,44.2,0.0,44.2,6.2,,,#ea6969
True,miss,assisted,right-foot,right,0.34373477101326,2085835,11,,639,35,2061,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,9.8,58.1,0,0,40.0,6.9,58.1,9.8,60.0,0,60.0,93.1,,,,,,,,#ea6969
False,save,fast-break,left-foot,low-left,0.13656510412693,2083875,90,4.0,5603,1,697,shot,Patrick Agyemang,Patrick Agyemang,,agyemang-patrick,P. Agyemang,F,76,1470298,6.3,34.9,0,0,52.0,19.0,34.9,6.3,48.0,0,48.0,81.0,2.7,42.8,0.0,42.8,2.7,0.1538,,#ea6969
False,miss,assisted,left-foot,close-right,0.093480244278908,2083721,54,,3203,37,2197,shot,Enzo Copetti,,,enzo-copetti,E. Copetti,F,462,860045,27.7,40.6,0,0,42.0,33.3,40.6,27.7,58.0,0,58.0,66.7,,,,,,,,#ea6969
False,goal,assisted,right-foot,high-right,0.077596545219421,2083580,19,,1095,27,1605,shot,Benjamin Bender,,,benjamin-bender,B. Bender,M,98,982691,15.1,39.5,0,0,46.7,25.9,39.5,15.1,53.3,0,53.3,74.1,,,,,,0.4135,regular,#00FF00
False,miss,regular,right-foot,left,0.01579631306231,2083575,15,,877,31,1823,shot,Ashley Westwood,,,ashley-westwood,A. Westwood,M,175,49647,13.7,83.5,0,0,99.5,5.6,83.5,13.7,0.5,0,0.5,94.4,11.5,47.8,0.0,47.8,11.5,,,#ea6969
False,goal,assisted,left-foot,low-right,0.32905521988869,2083563,13,,731,33,1969,shot,Benjamin Bender,,,benjamin-bender,B. Bender,M,98,982691,10.2,63.6,0,0,46.1,5.7,63.6,10.2,53.9,0,53.9,94.3,,,,,,0.7403,regular,#00FF00
False,block,free-kick,right-foot,low-right,0.047512784600258,2083561,12,,674,34,2026,shot,Justin Meram,,,justin-meram,J. Meram,M,276,149138,26.9,55.0,0,0,46.5,19.0,55.0,26.9,53.5,0,53.5,81.0,18.4,54.5,0.0,54.5,18.4,,,#ea6969
True,goal,assisted,head,low-right,0.04984674975276,2077363,89,,5315,2,85,shot,Patrick Agyemang,Patrick Agyemang,,agyemang-patrick,P. Agyemang,F,76,1470298,10.7,47.0,0,0,46.5,13.9,47.0,10.7,53.5,0,53.5,86.1,,,,,,0.2299,regular,#00FF00
True,miss,assisted,left-foot,right,0.073262646794319,2077317,80,,4740,11,660,shot,Karol Świderski,,,karol-swiderski,K. Świderski,F,3292,576438,14.7,40.3,0,0,38.2,4.2,40.3,14.7,61.8,0,61.8,95.8,,,,,,,,#ea6969
True,post,assisted,right-foot,left,0.11227952688932,2077215,60,,3566,31,1834,shot,Benjamin Bender,,,benjamin-bender,B. Bender,M,98,982691,19.7,52.7,0,0,55.2,3.2,52.7,19.7,44.8,0,44.8,96.8,,,,,,,,#ea6969
